ts_wall,stm32_timestamp,pixhawk_timestamp,thrust1,thrust2,thrust3,thrust4,thrust5,thrust6,voltage,current,rpm,temperature,torque,load,baro_t,baro_p,_FORMAT,throttle_pct
1753943703.7964435,7649.9638671875,7475.1220703125,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.7000000476837158,1323.0,28.0,nan,nan,45.31999969482422,972.236328125,<16f,20
1753943703.8470354,7650.0048828125,7475.1220703125,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.7000000476837158,1323.0,28.0,nan,nan,45.31999969482422,972.236328125,<16f,20
1753943703.8976994,7650.046875,7475.1220703125,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.7000000476837158,1323.0,28.0,nan,nan,45.31999969482422,972.236328125,<16f,20
1753943703.948582,7650.14306640625,7475.6220703125,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.7000000476837158,1329.0,28.0,nan,nan,45.349998474121094,972.3032836914062,<16f,20
1753943703.9993267,7650.18408203125,7475.6220703125,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.7000000476837158,1329.0,28.0,nan,nan,45.349998474121094,972.3032836914062,<16f,20
1753943704.0500884,7650.22509765625,7475.6220703125,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.7000000476837158,1329.0,28.0,nan,nan,45.349998474121094,972.3032836914062,<16f,20
1753943704.1008122,7650.26611328125,7475.6220703125,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.7000000476837158,1329.0,28.0,nan,nan,45.349998474121094,972.3032836914062,<16f,20
1753943704.151771,7650.31298828125,7475.6220703125,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.7000000476837158,1332.0,28.0,nan,nan,45.349998474121094,972.3032836914062,<16f,20
1753943704.2025738,7650.39501953125,7475.6220703125,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.7000000476837158,1332.0,28.0,nan,nan,45.349998474121094,972.3032836914062,<16f,20
1753943704.253674,7650.43603515625,7475.6220703125,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.7000000476837158,1332.0,28.0,nan,nan,45.349998474121094,972.3032836914062,<16f,20
1753943704.30469,7650.47705078125,7475.6220703125,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.7000000476837158,1332.0,28.0,nan,nan,45.349998474121094,972.3032836914062,<16f,20
1753943704.3553376,7650.56005859375,7475.6220703125,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,1.7000000476837158,1332.0,28.0,nan,nan,45.349998474121094,972.3032836914062,<16f,20
1753943704.4564133,7650.6572265625,7476.1220703125,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.79999923706055,1.7000000476837158,1323.0,28.0,nan,nan,45.34000015258789,972.2176513671875,<16f,20
1753943704.5091534,7650.6982421875,7476.1220703125,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.79999923706055,1.7000000476837158,1323.0,28.0,nan,nan,45.34000015258789,972.2176513671875,<16f,20
1753943704.560071,7650.73876953125,7476.1220703125,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.79999923706055,1.7000000476837158,1323.0,28.0,nan,nan,45.34000015258789,972.2176513671875,<16f,20
